text,topic_label
"Once upon a time, there was a little flame named Flicker. Flicker lived in a big forest with many friends. Flicker liked to help his friends get ready for the cold nights.

One day, Flicker saw a small bird named Chirpy. Chirpy was very cold and could not fly. Flicker wanted to help Chirpy feel warm and ready to fly again. So, Flicker went close to Chirpy and made a warm fire. Chirpy felt the heat from Flicker and started to feel better.

Chirpy was so happy that Flicker helped her. She said, ""Thank you, Flicker, for making me warm and ready to fly."" Flicker was happy to help his friend. From that day on, Flicker and Chirpy became best friends and played together in the big forest.",2
"Tom and Mia like to play with shapes. They have a box with many shapes: circles, squares, triangles, stars. They also have a big bucket of water. They want to fill the shapes with water and see what happens.

They take turns to choose a shape and fill it with water. Tom picks a circle and fills it with water. He says, ""Look, Mia, the circle is full of water. It is round and wet."" Mia picks a square and fills it with water. She says, ""Look, Tom, the square is full of water. It is flat and wet.""

They have fun filling the shapes with water and comparing them. Then, Tom sees a star. He says, ""I want to fill the star with water. It has many points. It is pretty and shiny."" He grabs the star and runs to the bucket. Mia says, ""Wait, Tom, the star is dangerous. It can hurt you. The points are sharp and hard.""

But Tom does not listen. He fills the star with water and tries to hold it. He says, ""Ouch, ouch, ouch! The star is hurting me. It is poking me. It is not pretty and shiny. It is mean and nasty."" He drops the star and cries. Mia runs to him and hugs him. She says, ""I'm sorry, Tom. The star is dangerous. You have to be careful. Let me see your hand. You have a boo-boo. We need a band-aid.""

They go to their mom and show her the boo-boo. She says, ""Oh, no, Tom, what happened? Did you play with the star?"" Tom says, ""Yes, mom, I filled the star with water and it hurt me. It was a bad idea."" Mom says, ""I'm sorry, Tom. The star is not a good shape to fill with water. It is too sharp. You have to be gentle with it. Here, let me put a band-aid on your hand. It will make you feel better.""

She puts a band-aid on Tom's hand and kisses it. She says, ""There, there, Tom, you are brave. You are okay. Next time, be careful with the shapes. Some of them are dangerous. Some of them are nice. You have to know the difference."" Tom says, ""Okay, mom, I will. Thank you, mom. I love you."" Mom says, ""I love you too, Tom. And you too, Mia. You are a good sister. You helped Tom. You are kind."" Mia says, ""Thank you, mom. I love you too. And I love Tom. He is my brother. We like to play with shapes. But not with the star. The star is dangerous.""",2
"Once upon a time, there was a little girl named Lily. She loved to play with her flute, and she would make beautiful sounds with it. One day, she was walking in the park when she saw her friend Jack. Jack had a toy car that he loved to play with. 

""Hi Jack!"" Lily said. ""Can I play with your car?""

""No, it's mine,"" Jack replied selfishly.

Lily was sad, but she didn't give up. She asked Jack if they could race their toys. Jack agreed, and they lined up their toys at the starting line. Lily blew into her flute to signal the start of the race, and Jack's car sped off. But Lily's flute had a magical power that made her toy car go faster and faster until it won the race. 

""Wow, your flute is amazing!"" Jack said. ""Can we play together again?""

""Of course!"" Lily said happily. ""Sharing is more fun than being selfish.""",4
"Once a there was a little boy who was very brave. One day he found a will. He held it close and kept it safe.

The little boy was so curious to know what was inside the will. He couldn't open it, so he asked his mum.

""Mum, what is inside this will?"", he asked.

""I don't know,"" said Mum, ""but it looks really important, so let's keep it safe"".

So, the little boy and his mum kept the will safe.

The next day, the little boy went to the park. When he was playing, he saw something terrible. It was a big spider! He got scared and started to run away. Then he heard a voice.

""Wait! Don't be scared, I won't hurt you"" said the voice.

The little boy stopped and saw a fairy.

""I know why you have the will,"" said the fairy. ""An old wizard made it for you. Inside it is something very special for you.""

The little boy was so excited! He thanked the fairy, took the will and kept it safe. 

At home, he opened the will and inside he found a special wand that could make magic. He was so happy!",2
"Once upon a time, there was an elderly lady. She wanted to go on a special trip but didn't have enough money.

So she decided to go on an escape. She was very brave and started to walk. She walked and walked until she came to a big city. There were lots of people and lots of tall buildings.

She kept walking until she found a very big park. She sat on a bench and enjoyed the fresh air and the birds singing. Suddenly, she saw a park ranger come towards her. He asked her if she was lost.

The elderly lady smiled and said ""No, I'm just enjoying the view"". The park ranger looked happy and nodded his head.

So the elderly lady remained in the park, happy and content. She watched children running around and the sun shining in the sky. She hadn't gone on her escape after all, but she had still had a wonderful time.",2
"Once upon a time there was a furry, little bunny. The bunny had a wish: he wanted to go on a trip. So he started to pack his bag with some yummy carrots. But when he tried to pick up his bag, the handle broke. So the bunny couldn't go on his trip. He felt very sad. He thought about how he could fix the broken handle. Suddenly he had an idea! He went and got some sticky tape and patched up the broken handle. Now he could go on his trip! He hopped away with his now fixed bag, excited for his adventures. The end.",2
"Once a upon a time there was a little girl called Jane. Jane was only three years old and loved to play. One day when she was playing, she suddenly noticed an animal in the garden. It was a small, grey rabbit. Jane was very excited and wanted to take care of the rabbit. She scooped it up and brought it inside.

Every morning and night, Jane would feed the rabbit, giving it fresh vegetables and water. She also taught it how to do tricks like jump and sit. Jane was so happy and soon the rabbit felt like part of the family.

Sadly, Jane noticed the rabbit was getting heavier. She realised it was because she had been feeding it too much. She decided to cut back on the food and also to make sure the rabbit got lots of exercise. 

So Jane and the rabbit would go outside and play in the garden every day. The rabbit hopped around, enjoying the freedom. The garden was full of life, with plenty of birds and noisy insects for the rabbit to investigate. 

After a few months the rabbit had lost the extra weight and was back to a healthy size. Jane was so proud of all the care she had given to the rabbit, and the two of them became the best of friends.",2
"Once upon a time, there was a little girl named Lily. She loved to play with her ball. She would roll it and chase it all around. One day, Lily went to the park to play with her ball. She was having so much fun until a boy came and took her ball away. 

Lily said, ""Hey, that's mine! Give it back!"" 

The boy said, ""No, it's mine now."" 

Lily was sad and didn't know what to do. She wanted her ball back. She thought for a moment and then came up with a plan. She asked the boy if he wanted to play a game with her. The boy agreed and they played together. They had so much fun rolling and chasing the ball. 

After the game, the boy said, ""I'm sorry for taking your ball. It was wrong of me."" 

Lily forgave him and they became friends. From then on, they played together every day and had lots of fun. The end.",0
"Once upon a time there was a boy called Frame. He was big and strong and he liked to stir his world. One day, he started to stir up some trouble. He wanted to see what would happen.

Frame started to stir up the spirit of the dark forest. It was a spirit that was very hard to stir. But Frame was determined, and he was sure he could do it.

Suddenly, the ground started to shake and a big cloud of smoke rose up. It was an angry spirit! Frame got scared and stepped back.

The angry spirit then spoke to Frame in a deep voice: ""You have stirred trouble and brought danger. Be careful what you stir in the future, for bad stirs have bad endings.""

Frame learnt a valuable lesson that day: That hard work can be dangerous if it isn't done carefully. It was a lesson he would never forget.",2
"Jennie was sitting in her bedroom, thinking what to do. She saw a bookshelf in the corner and decided to take a closer look.

When she reached out to the shelf, her mom walked in with a stern face. ""Jennie!"" she said with an angry voice.

Jennie stepped back, and replied, ""What Mom?""

""Why were you touching the bookshelf? You're not supposed to do that!"" Her Mom was getting very angry.

Jennie was scared and said, ""I'm sorry Mom! I just wanted to look at the books.""

Her Mom sighed. ""Just don't touch anything unless I ask you to, ok?""

Jennie nodded her head and replied, ""Yes Mom. I won't do it again.""

Her Mom smiled and said, ""Ok, now let's go outside and play!""",3
"Lily and Max were going on vacation with Mom and Dad. They were very happy. They packed their bags and got in the car. They drove for a long time and saw many things.

They arrived at a big house near the woods. It was their grandma's house. Grandma was waiting for them with a big hug and a smile. She had a surprise for them. She took them to the backyard and showed them a tree house.

Lily and Max loved the tree house. It had a ladder, a door, a window, and a flag. Grandma said they could play there as much as they wanted. Lily and Max thanked her and ran to the ladder. They wanted to climb up and see inside.

Lily went first. She climbed the ladder carefully and reached the door. She opened it and saw a cozy room with pillows, books, and toys. She was very happy. She waved to Max and said, ""Come on, it's awesome!""

Max followed her. He climbed the ladder quickly and joined her in the room. He looked around and saw a telescope, a map, and a hat. He was very excited. He put on the hat and said, ""Let's pretend we are explorers!""

Lily and Max had a lot of fun in the tree house. They read books, played with toys, and looked at the stars. They felt like they were on an adventure. Mom, Dad, and Grandma watched them from the window. They were very proud of them. They smiled and said, ""They are having a great vacation!""",0
"Once upon a time, there was a little girl named Lily. One day, she went to her grandma's house. Her grandma gave her a jug of lemonade to drink. Lily took a sip and made a face because it was bitter. 

Her grandma saw her face and asked, ""Do you not like the lemonade?"" Lily shook her head and said, ""It's bitter."" Her grandma smiled and said, ""Let me sort it out for you."" 

Her grandma added some sugar to the lemonade and stirred it with a spoon. She gave it back to Lily and said, ""Now try it."" Lily took another sip and smiled. ""It's yummy now!"" she said. From that day on, Lily learned that sometimes things need to be sorted out to make them better.",0
"Tom and Lily were twins who liked to help their mom in the kitchen. One day, mom made some pastries for a party. She put them in a big tray and told Tom and Lily to watch them while she went to get some milk.

""Don't touch the pastries, okay?"" mom said. ""They are very hot and rare. You can have one later, after the party.""

Tom and Lily nodded and said, ""Okay, mom."" They sat on the floor and played with their toys. But soon, they got bored and hungry. They looked at the pastries and saw that they were golden and sweet.

""Maybe we can have one now,"" Tom said. ""Mom won't know.""

Lily shook her head. ""No, Tom. Mom said no. We have to wait.""

But Tom did not listen. He got up and reached for the tray. He grabbed a pastry and bit into it. It was very hot and burned his tongue. He dropped the pastry and cried.

""Ow, ow, ow! It hurts!"" Tom said.

Lily ran to him and hugged him. ""Tom, are you okay? I told you not to touch the pastry. You forgot what mom said.""

Mom heard Tom's cry and came back to the kitchen. She saw the pastry on the floor and Tom's red tongue. She was angry and sad.

""Tom, what did you do?"" mom said. ""You disobeyed me and hurt yourself. And you wasted a rare pastry. How could you forget?""

Tom felt sorry and ashamed. He said, ""I'm sorry, mom. I was hungry and curious. I won't do it again.""

Mom sighed and hugged Tom. She said, ""I forgive you, Tom. But you have to be more careful and listen to me. And you can't have any pastry now. You have to wait until your tongue is better.""

Tom nodded and said, ""Okay, mom. I love you.""

Lily smiled and said, ""I love you too, mom. And I love you, Tom. Even if you forget sometimes.""",2
"Once upon a time, there was a little thief. He liked to take things that were not his. One day, he found a sharp tool. He thought it was very useful.

The thief took the sharp tool and went to a big house. He wanted to take something from the house. But when he tried to use the tool, he heard a loud sound. It was a big dog!

The dog chased the thief away. The thief dropped the sharp tool and ran. He learned that taking things was not good. From that day, he tried to be useful and help others instead.",2
"Once upon a time, there was a boy named Timmy. Timmy liked to play outside in the grass. One day, a mosquito came and landed on Timmy's arm. Timmy thought the mosquito was foolish for biting him. 

Later that day, Timmy's mom told him they were going to enter the house. Timmy was excited to go inside and play with his toys. But before they could enter, Timmy's mom had to swat away a few more mosquitoes. 

Once inside, Timmy forgot all about the mosquitoes and played with his toys happily. He learned that it's better to play inside where there are no foolish mosquitoes. The end.",1
"Lily was very happy. It was her birthday. She had a big cake with four candles. She had many gifts from her mom and dad and her friends. She wanted to open them all.

But mom said, ""Wait, Lily. You have to blow the candles first. And make a wish.""

Lily nodded. She closed her eyes and thought hard. She wished for a pony. She loved ponies. She opened her eyes and blew the candles. The cake smelled good.

""Yay, Lily!"" everyone clapped. ""Now you can open your gifts.""

Lily smiled. She ran to the pile of gifts. She picked one with a red bow. She tore the paper. She saw a box. She opened the box. She gasped.

Inside the box was a bald doll. It had no hair. It had no clothes. It had no eyes. It was scary.

Lily screamed. She threw the box away. She cried.

""Who gave me this?"" she sobbed.

A voice said, ""I did.""

Lily looked up. She saw a boy. He was bald too. He had no hair. He had no eyebrows. He had no eyelashes. He was not scary. He was sad.

He said, ""I'm sorry, Lily. I wanted to give you a gift. But I have no money. I have no toys. I have nothing. I only have this doll. It was my doll. It was my friend. It helped me when I was sick. I lost my hair because of the medicine. The doctor said it will grow back. But I don't know when. I thought you would like the doll. I thought you would be my friend too.""

Lily stopped crying. She felt sorry for the boy. She did not know his name. She did not know he was sick. She did not know he was lonely.

She said, ""What is your name?""

He said, ""I'm Ben.""

She said, ""I'm Lily. Thank you for the gift, Ben. I'm sorry I screamed. I was scared. I did not know the doll was your friend. Can I see it?""

Ben nodded. He picked up the box. He gave it to Lily. Lily took the doll. She looked at it. She saw it had a smile. She saw it had a heart.

She said, ""The doll is not scary. The doll is nice. The doll has a smile. The doll has a heart. Just like you, Ben. You have a smile. You have a heart. You are nice. You are my friend.""

Ben smiled. He felt happy. He said, ""Thank you, Lily. You are my friend too. Can I have some cake?""

Lily nodded. She said, ""Yes, Ben. You can have some cake. And you can play with my other gifts. And you can come to my next birthday. And I can come to yours. And we can warn each other of bad things. And we can share good things. And we can be friends forever.""

They hugged. They ate cake. They played. They laughed. They were happy.",3
"One day, there was a weak seat. It was too weak to sit on. So, the people had to find something to fix it. They looked around and found some strong pieces of wood and some nails.

They put the pieces of wood together and hammered the nails in to fix the seat. Then, they tried standing on the seat. It was strong and now everyone could sit on it.

The people were so happy! They thanked the person who fixed the seat and then they all jumped on it to celebrate. Now the seat was good to sit on, the people could be safe.",2
"Once upon a time, there was a helpful corn farmer who was looking for a friend. One day, he decided to introduce himself to some animals at the farm. He planted some corn near the animals and waited to see who would come by.

Then, one day, a little mouse came to explore the new corn. The mouse was friendly and asked if he could help the farmer. The farmer was really happy to have a friend and asked the mouse to stay and help him.

The mouse was very helpful and stayed around to help the farmer tend to the corn. Without the mouse's help, the farmer would not have been able to do everything that he had planned. 

The mouse and the farmer became best friends and enjoyed spending time together. Sometimes they ate the corn too; it was always very tasty! 

The farmer and the mouse remained best friends until the end of time, happy with the connection they made when the farmer first introduced himself. The end!",2
"Once upon a time there was a big colorful pot. The pot was very big and it was full of spaghetti. The spaghetti was dry. 

The little boy wanted to make the spaghetti delicious. He searched and searched until he found some colorful vegetables. He chopped the vegetables and added them to the pot. 

Soon, the spaghetti was no longer dry. The little boy stirred and stirred until the spaghetti was ready to eat. It looked and smelled so delicious! 

The little boy was so happy with his colorful spaghetti. He ate as much as he could. 

At the end of his meal, the little boy said: ""That was yummy and colorful spaghetti! I will always remember this delicious meal"".",2
"Sara and Anna were sisters who liked to play together. They had many toys and games, but sometimes they got bored. One day, they decided to race each other around the house. They put on their running shoes and their favorite blouses. Sara wore a pink one and Anna wore a blue one.

""Ready, set, go!"" Sara shouted, and they ran as fast as they could. They ran through the living room, the kitchen, the hallway, and the bedroom. They laughed and cheered as they passed each other. They were having so much fun that they did not notice their mother coming home from work.

""Girls, what are you doing?"" their mother asked, surprised and annoyed. She saw the mess they had made. The pillows were on the floor, the dishes were knocked over, the books were scattered, and the clothes were wrinkled. ""You have to stop racing and clean up this mess. And why are you wearing your nice blouses? You know they are for special occasions, not for running.""

Sara and Anna stopped and looked at their mother. They felt sorry for making her angry. They realized they had been too restless and careless. They apologized and promised to be more careful and respectful. They helped their mother tidy up the house and put away their blouses. They learned that racing can be fun, but not when it causes trouble and wastes things. They hugged their mother and thanked her for teaching them a lesson.",3
"Once upon a time, there was a little girl called Lucy. She was three years old, and loved to explore in her garden.

One sunny day, Lucy found a strange looking vegetable. She was curious and decided to taste it. As soon as she did, though, she made a face. It was not very nice!

Lucy's mom noticed and came to her. ""What have you got there, sweetheart?"" she asked. Lucy showed the vegetable to her mom and said, ""I don't like it, it tastes yucky!""

Her mom smiled and said, ""That's ok, sweetheart. Just because it doesn't taste nice doesn't mean we should give up. We should be persistent. Let's try one more time and see if it tastes better with another vegetable.""

So Mom and Lucy went to the kitchen and tried the same vegetable with another vegetable. When they were done, Lucy smiled. The two vegetables together tasted better.

Lucy's mom hugged her and said, ""See? Being persistent can help us find something we do like.""

Lucy smiled and said, ""I will always be persistent!"" 

The end.",2
"Once upon a time, there was a horse named Brownie. Brownie loved to run fast and zoom around the fields. One day, Brownie saw a yummy apple tree across the river. Brownie wanted to eat the yummy apples, but the river was too deep and wide to cross.

Brownie thought and thought, and then he had an idea. He went to his friend, a little bird, and asked for help. The bird agreed and flew across the river to get some apples for Brownie. But when the bird got to the tree, he saw a big, mean dog guarding the apples.

The bird had to be very brave and distract the dog so he could get some apples for Brownie. Finally, the bird got the apples and flew back to Brownie. Brownie was so happy and grateful that he shared the yummy apples with his friend. The moral of the story is that friends help each other, even when things are difficult.",2
"Mia was really upset. It had been raining for days and she wanted to play outside. Mia asked her Mom if she could go out, but for some reason her Mom said no.

Mia said, ""Why can't I go outside, Mommy?""

Her Mom said, ""It's too wet, Mia. The ground is wet and muddy. You can't take it right now.""

Mia was still upset, but she understood. She decided to find something else to do. She took out her favourite blocks and put them on the living room floor. Then she had fun building castles and towers! 

Mia was so involved in playing with her blocks that she didn't notice when the rain stopped. Suddenly, she heard a voice calling her name. It was her Mom, who said, ""Mia, come outside! The ground has dried up. You can take it now!""

Mia was so excited. She quickly put away her blocks and ran out the door to go play outside. Finally, she could have some fun in the sun!",2
"Once upon a time, there was a boy named Tim. Tim loved to play with his toy cars. One day, he wanted to send a message to his friend Tom, so he wrote a note to Tom. He carefully wrote a nice message and colored it green. He put the message in a special envelope and sealed it. 

Tim ran to the post office to mail the letter. But when he arrived he found out he had forgotten to put the stamp on the envelope. He looked around, and saw a big green box sitting on the counter. On the box it said ""Replace Postage Here"" so Tim put a coin into the box. The box made a loud beep, and then the letter was officially mailed!

Tim had replaced the stamp with a coin, but he was still able to send the message to Tom! Tim smiled with happiness and ran back home.",2
"Lila and Ben were twins who liked to play in the woods. They knew they had to be careful of the big bad wolf, who sometimes came to eat little children. Their mama told them to always stay together and never talk to strangers.

One day, they saw a big house in the woods. It looked very rich, with shiny windows and a tall gate. They wondered who lived there and what they had inside.

""Let's go and see,"" said Ben, who was curious and brave.

""No, we shouldn't,"" said Lila, who was careful and scared. ""Maybe the big bad wolf lives there. Mama said we should not go near his house.""

Ben did not listen to Lila. He wanted to see the rich house. He climbed over the gate and ran to the door. He knocked and waited.

""Who is it?"" said a voice from inside. It sounded deep and rough.

Ben was not sure what to say. He thought of something that mama always said.

""Hello, I am Ben. I am selling cookies for my school. Do you want to buy some?"" he said.

The door opened and Ben saw a big furry face with sharp teeth and yellow eyes. It was the big bad wolf!

""Hello, Ben. I am very hungry and I love cookies. Come in, come in,"" said the wolf, smiling.

Ben was very afraid. He wished he had listened to Lila. He tried to run away, but the wolf grabbed him and pulled him inside.

Lila saw what happened and screamed. She ran to the gate and looked for help. She saw a man walking by with a big stick. He was a hunter who came to the woods to catch animals.

""Help, help! The big bad wolf took my brother!"" she cried.

The hunter heard her and saw the rich house. He knew it was the wolf's house. He ran to the door and kicked it open. He saw the wolf holding Ben in his mouth, ready to eat him.

""Let go of the boy, you evil beast!"" he shouted. He hit the wolf with his stick and made him drop Ben.

Ben was hurt and scared, but he was alive. He ran to Lila and hugged her. The hunter chased the wolf away and told him to never come back.

""Thank you, thank you, you saved us!"" said Lila and Ben to the hunter.

""You're welcome, kids. You're very lucky I was here. You should never go to the wolf's house. He is very dangerous and mean. And you should always listen to your sister. She is very smart and kind,"" said the hunter.

Lila and Ben nodded and said sorry. They learned their lesson. They thanked the hunter again and went back to their mama. They never mentioned the wolf or the rich house again. They were happy and safe.",3
"One day, a little girl named Mary was walking in the park. She was feeling frustrated and didn't have anything to do. Then she heard a sound. It was coming from behind a big tree. 

Mary went to investigate and found a little frog. The frog had a blanket covering it.

The frog was scared and kept making a funny sound. Mary wanted to help it so she slowly reached for the blanket to cover it. 

As soon as she touched it, the frog hopped away. Mary smiled and was happy that the frog was okay. 

She walked away feeling much less frustrated.",2
"Once upon a time, there was a girl named Fia. She had big green eyes that sparkled in the sun.

One day, Fia went for a walk in the park. She saw a big ice cream stand. It had so many flavors and it made Fia's mouth water. She wanted to try it all!

Fia ran to the stand and asked for a scoop of every flavor. She tasted every one and it was yummy. But the sun started to shine and Fia's ice cream started to melt!

Luckily, Fia was very smart and she had an idea. She grabbed a cone and filled it with ice cream and the sun didn't melt it! Fia was so happy and her green eyes smiled.",2
"Once there was a girl named Daisy. Daisy always kept a journal, but it was very heavy. Even if Daisy tried with all her might, she could not lift it. She was very sad.

That day, Daisy's dad came to help her. He said, ""Let's see if we can lift this together!"" Daisy's dad sat down and motioned for Daisy to join him. He put a hand on each edge of the journal and counted to three. On the count of three, Daisy and her dad both lifted! 

Daisy was so excited to finally be able to lift her journal. She was so proud of herself and her dad for working together to make it happen. Although lifting the journal had been very difficult, it was worth it. 

Daisy was very happy and knew she could always rely on her dad when things were too difficult for her to do alone.",2
"Once upon a time, there was a little boy named Timmy. Timmy loved baseball. He would play with his friends every day after school. One day, Timmy said to his friend, ""I want to be famous like the baseball players on TV. I will try my best to be good.""

His friend said, ""You can do it, Timmy! Just keep practicing and you will be a great baseball player one day.""

Timmy practiced every day and he got better and better. One day, he was playing in a big game and he hit the ball really far. Everyone cheered and Timmy felt so happy. He knew that he still had to try his best, but he was proud of himself for playing so well.

From that day on, Timmy kept playing baseball and trying his best. He never gave up and one day, he became a famous baseball player, just like he had always dreamed.",1
"Mia was a little girl who loved her teddy bear. She called him Bobo and took him everywhere. She hugged him when she was happy, sad, or scared. Bobo had soft fur, big eyes, and a brown nose. He also had four paws that Mia liked to hold.

One day, Mia and her mom went to visit her grandma. Grandma lived in a distant place, far from Mia's home. They had to ride a big bus for a long time. Mia was excited to see grandma, but she also missed her dad and her dog. She hugged Bobo and whispered to him, ""Don't worry, Bobo. We will be back soon.""

When they arrived at grandma's house, Mia ran to give her a big hug. Grandma smiled and hugged her back. She said, ""Hello, Mia. I'm so happy to see you. And who is this?"" She pointed at Bobo.

""This is Bobo, my best friend. He came with me to see you,"" Mia said proudly.

Grandma nodded and said, ""He is very cute. Can I hug him too?""

Mia nodded and handed Bobo to grandma. Grandma hugged Bobo gently and said, ""Hello, Bobo. You have very nice paws. Do you like to play?""

Bobo did not say anything, but Mia answered for him. She said, ""Yes, he likes to play. He likes to play hide and seek, and catch, and peek-a-boo.""

Grandma smiled and said, ""Well, then, let's play together. I have a big garden with many flowers and trees. Maybe we can find some other friends there.""

Mia clapped her hands and said, ""Yes, let's go. Come on, Bobo. Let's have fun.""

She took Bobo from grandma and hugged him again. She said, ""I love you, Bobo. You are the best.""

Bobo did not say anything, but he felt happy and warm. He hugged Mia back with his paws. He loved her too.",2
"Ben and Jen were twins who liked to play on the farm. They had many animals to see and feed, like cows, pigs, chickens and horses. But their favorite animal was Molly, the mule. Molly was very friendly and smart, and she liked to carry things for them.

One day, Ben and Jen decided to have a tea party with Molly. They put a hat and a scarf on her, and gave her some carrots and apples. They also brought some cups and plates and pretended to drink and eat.

""Molly, you are our best guest,"" said Jen. ""You are so nice and pretty.""

""Yes, Molly, you are very special,"" said Ben. ""Can you do a trick for us?""

Molly nodded and bowed her head. She lifted one of her front legs and waved it in the air. Then she made a funny sound with her mouth.

Ben and Jen clapped and laughed. They hugged Molly and gave her more treats.

""Molly, you are not boring at all,"" said Jen. ""You are very fun and clever.""

""Yes, Molly, you are not like the other animals,"" said Ben. ""You are our friend.""

Molly smiled and nuzzled them. She was happy to play with Ben and Jen. She liked their tea party. She liked being their friend.",3
"Once upon a time, there was an old lady who lived in a big house. She was very old and everyone called her ""elderly"". One day, she went to the store to buy some oil for her cooking. When she came back home, she saw some kids playing outside her house. They started to tease her by making funny faces and laughing at her.

The elderly lady didn't like it and told the kids to stop. But they didn't listen and continued to tease her. Suddenly, the lady had an idea. She went inside her house and came back with a bottle of oil. She poured the oil on the ground where the kids were playing. The ground became very slippery and the kids fell down and started to laugh even more.

The elderly lady laughed too and said, ""Now who's teasing who?"" The kids realized that they shouldn't have teased the old lady and apologized. From that day on, they became friends and played together every day.",2
"Once upon a time, there was a little girl named Lily. She loved to play outside and get messy in the mud. One day, Lily's mom asked her to clean up her messy room. 

Lily didn't want to clean up, but her mom said she couldn't go outside until her room was clean. So, Lily started to rub the toys and books with a cloth. It was hard work, but she wanted to go outside and play. 

As Lily was cleaning, she heard her mom whisper something. She couldn't hear what it was, so she went closer to listen. Her mom whispered, ""Good job, Lily. You're doing great."" Lily felt happy and proud of herself. She finished cleaning her room and went outside to play in the sun.",0
"Once upon a time, there was a little girl named Lily. She loved going to the park with her mom and dad. One day, they saw a man selling ice cream. He was called a vendor. Lily wanted ice cream, but her parents said no.

Lily was persistent and kept asking for ice cream. Her parents said no again and again. But Lily didn't give up. She waved her hands and said, ""Please, please, please!"" Finally, her parents gave in and bought her an ice cream cone.

Lily learned that if she kept asking and waving her hands, she could get what she wanted. But she also learned that sometimes it's important to listen to her parents and not be too persistent. And that's the moral of the story. The end.",0
"Once upon a time, there was a charming hero named Timmy. He was very kind and always helped his friends. One day, Timmy saw a little bird that was hurt. The bird said, ""Help me, please!"" Timmy knew he had to help the bird. He picked it up gently and took it to his house.

At his house, Timmy took care of the bird. He gave it food and water and made a cozy bed for it to rest. The bird said, ""Thank you, Timmy. You are my hero."" Timmy felt happy to help the bird.

The moral of the story is that we should always help others when they need it. Even if it's a small thing like helping a little bird, it can make a big difference. Timmy was a hero because he listened to the bird and helped it.",1
"Once upon a time, there was a lovely hippo named Betty. Every night, Betty liked to settle down and take a nap. One night, Betty was getting ready to settle down. Suddenly, she heard an unfamiliar noise and looked around, trying to find where it was coming from.

""Hark! What was that?"" Betty asked.

But there was no answer. Just then, Betty started to feel a little scared. She quickly ran away, looking for a place to hide. 

Finally, Betty found a dark corner and settled down. As she settled in, she heard a deep voice.

""I've been waiting for you, Betty. Come closer!""

Betty didn't move. She was too scared to even look.

Suddenly, a big, frightening figure stepped out of the shadows. It was an evil lion and he was looking for Betty. He approached her and grabbed her in his big, strong claws. Betty screamed and struggled to break free.

But it was too late. The lion had already made up his mind. He growled fiercely and dragged Betty away with him, never to be seen again.

This was a bad ending to what had been a lovely story about a hippo named Betty. You never know what might happen if you don't settle down for a nap in the right place.",2
"Once upon a time there was a boy named Sam who wanted to go on a great adventure. He decided to go to the park to play with his toys. So Sam packed his backpack full of toys and games and ran to the park. 

When he arrived at the park, Sam saw a big school, and he was really excited. He wanted to know what it was like inside.

Sam asked his dad, ""Can I go to the school?"" 

His dad smiled and said, ""No Sam, you are too young for school now. But someday when you are old enough, you will learn lots of cool things in the school. It will be great!""

Sam understood his dad's words, and he was happy to be going to the park to play instead. He knew that someday he would go to school and learn even more great things. 

The moral of the story is that it is important to be patient and wait for the right time to do things. There will be great things to come!",2
"Lily and Max were playing in the park. They saw a big box with some toys inside. Lily wanted to play with a shiny crown. She put it on her head and said, ""I am a queen. You have to do what I say.""

Max did not like that. He wanted to play with a car. He said, ""No, you are not a queen. That is a fake crown. It is not real. It is made of plastic.""

Lily was angry. She said, ""It is not fake. It is real. It is very pretty. You are just jealous. I hate you.""

Max was sad. He said, ""I don't want to play with you anymore. You are mean. You are not my friend.""

He took the car and ran away. Lily was left alone with the crown. She felt sorry. She did not really hate Max. She liked him. She wanted to play with him. She took off the crown and ran after him. She said, ""Max, wait. I am sorry. I don't hate you. You are my friend. Can we share the toys?""

Max stopped and looked at her. He saw that she was sorry. He smiled and said, ""Okay. I am sorry too. You can be a queen if you want. And I can be a king. We can play together.""

They hugged and went back to the box. They found a car and a crown that matched. They put them on and played happily. They were friends again.",0
"Once upon a time, there was a tidy cat named Max. Max lived in a big house near a place called University. Max liked to stretch every day. He would stretch in the morning and stretch at night. Max had a secret, though. When he stretched, he would grow very big.

One day, Max saw a big ball up in the sky. Max thought it was a toy. He wanted to play with it. Max stretched and stretched, growing bigger and bigger. He wanted to reach the ball in the sky.

When Max was big enough, he touched the ball in the sky. It was the moon! Max was so happy to play with the moon. After playing, Max stretched again and became small. Max went back to his big house near University. Max knew his secret stretch made him special.",0
"Once upon a time, there was a cactus named Spike. Spike was very smelly because he lived in a hot desert. One day, Spike met a little girl named Lily. Lily said, ""Hello, Spike! Why are you so smelly?"" Spike replied, ""I live in the desert and it's very hot here.""

Lily asked, ""Can you bloom like a flower?"" Spike said, ""Yes, I can. But I need water and love to bloom."" Lily promised to take care of Spike and water him every day.

Days passed, and Spike started to bloom. He was very happy and thanked Lily for taking care of him. But one day, Lily forgot to water him. Spike was very sad and started to wilt. He said to Lily, ""Please water me, or else I will die."" But it was too late. Spike died because he didn't get enough water. Lily was very sad and promised to take better care of her plants from then on.",0
